lat,lon,dist_from_center,dist_from_yamuna,dist_from_ridge,concrete_pct,vegetation_pct,water_pct,asphalt_pct,ndvi,ndbi,est_summer_temp,cluster
28.4,76.84,0.4421483235295594,0.3999999999999915,0.4327817001676475,4.5,72.3,1.2,21.9,0.6069878424516051,0.021829578126112387,27.951447985596527,0
28.4,76.85000000000001,0.4336601664898405,0.38999999999998636,0.4252058325093816,4.9,78.5,1.1,15.5,0.6126525393279391,0.009609022903462952,27.521958758505317,0
28.4,76.86000000000001,0.4252377452672712,0.37999999999998124,0.41773197148410035,5.0,80.7,6.3,8.0,0.6150278436291501,-0.040603656733188144,27.873935178141256,0
28.4,76.87000000000002,0.4168850441068728,0.3699999999999761,0.41036569057365213,11.2,72.3,0.5,16.0,0.5332246561520615,-0.05304464293816662,28.66560583729492,-1
28.4,76.88000000000002,0.4086063386683889,0.359999999999971,0.4031128874149123,5.4,80.2,1.6,12.9,0.6731412797793529,-0.07632594762896935,27.455014221729243,0
28.4,76.89000000000003,0.40040621873290533,0.3499999999999659,0.3959797974644481,5.0,70.3,2.7,22.0,0.5195838201850436,-0.14934826922383482,27.64102243061632,-1
28.4,76.90000000000003,0.3922896124038725,0.3399999999999608,0.38897300677551283,17.5,67.7,1.6,13.1,0.5607698809067662,0.04587900688909055,28.974697316844605,0
28.4,76.91000000000004,0.38426181178979785,0.32999999999995566,0.38209946349083135,10.7,79.1,5.2,4.9,0.5883212648321732,-0.05593672448033509,28.136808273667366,0
28.4,76.92000000000004,0.37632850011655467,0.31999999999995055,0.3753664875824416,4.6,74.3,0.9,20.2,0.6048152741891369,0.022061402295172373,27.431353716123436,0
28.4,76.93000000000005,0.36849578016576195,0.30999999999994543,0.3687817782916853,11.8,61.3,1.3,25.6,0.4620548090171181,-0.008267963081280756,28.413370930883893,0
28.4,76.94000000000005,0.3607702038694045,0.2999999999999403,0.3623534186398361,4.8,59.8,0.2,35.2,0.3906622505708022,0.041175781700754636,27.730382062684676,0
28.4,76.95000000000006,0.3531588028068534,0.2899999999999352,0.3560898762952622,5.0,75.9,1.9,17.2,0.5787511951186639,-0.11466720318730436,27.41322603230578,0
28.4,76.96000000000006,0.3456691192455127,0.2799999999999301,0.34999999999996306,12.6,68.6,0.6,18.2,0.4078698541799431,-0.010701671212985483,28.141072044873926,0
28.4,76.97000000000007,0.33830923723712775,0.26999999999992497,0.34409301068166637,4.8,71.0,0.3,23.9,0.5017980079484075,-0.12236329429949344,26.781450786762008,-1
28.4,76.98000000000008,0.3310878131251075,0.25999999999991985,0.33837848631373235,5.1,67.2,1.6,26.1,0.42590967973701765,0.047102317331572066,26.96063199283439,-1
28.4,76.99000000000008,0.32401410463121083,0.24999999999991473,0.3328663395418233,9.8,66.1,1.6,22.6,0.5947750046589837,0.05153246943238805,27.704947144470424,0
28.4,77.00000000000009,0.31709799747075756,0.23999999999990962,0.3275667870831416,6.3,66.6,0.2,26.9,0.4210984691991693,-0.03773421942184957,27.364675348923697,0
28.4,77.01000000000009,0.31035002819391544,0.2299999999999045,0.322490309931899,21.8,63.0,2.5,12.8,0.596289531360899,0.06349176602857684,28.565214575388545,-1
28.4,77.0200000000001,0.30378140166896955,0.2199999999998994,0.31764760348532856,10.5,46.2,2.0,41.3,0.3415139766334241,0.10242427641704634,27.951078871330306,-1
28.4,77.0300000000001,0.2974040013180115,0.20999999999989427,0.3130495168499273,6.5,62.0,0.4,31.1,0.432056641602349,-0.021119689236065727,27.262939058423267,0
28.4,77.0400000000001,0.2912303898976958,0.19999999999988916,0.30870698080861986,35.8,45.1,1.2,17.9,0.3462180050310414,0.18805968306823986,29.918915293551684,0
28.4,77.05000000000011,0.2852737983060559,0.18999999999988404,0.3046309242345144,20.9,58.5,2.6,18.1,0.3942742640420225,0.04806142216569016,28.358202758847643,-1
28.4,77.06000000000012,0.279548099617874,0.17999999999987892,0.30083217912978577,22.6,71.5,1.4,4.6,0.47302255597961956,0.05931693351088818,28.295855011434874,-1
28.4,77.07000000000012,0.27406776534274435,0.1699999999998738,0.29732137494633104,10.4,57.6,1.0,31.1,0.42235351341044153,0.03265958377468941,27.461716815984182,-1
28.4,77.08000000000013,0.26884780080924325,0.1599999999998687,0.2941088233970178,20.5,51.0,0.8,27.7,0.394003634816312,0.22602677385729292,28.336899546828317,-1
28.4,77.09000000000013,0.26390365666274446,0.14999999999986358,0.2912043955711862,28.4,58.6,1.9,11.1,0.4913205447630944,0.0883076109227838,28.749552203945843,2
28.4,77.10000000000014,0.25925111378732607,0.13999999999985846,0.28861739379320467,16.3,56.6,5.5,21.7,0.43428650547794967,0.07153853725425335,27.795594120379757,-1
28.4,77.11000000000014,0.25490613958861535,0.12999999999985334,0.2863564212654989,35.7,56.4,2.4,5.4,0.3811327238165334,0.1515079260855842,29.14493991826375,0
28.4,77.12000000000015,0.2508847145602387,0.11999999999984823,0.28442925306653344,21.6,50.1,0.1,28.2,0.42021380410404113,0.15615255021177613,28.35977156413151,0
28.4,77.13000000000015,0.24720262943580198,0.10999999999984311,0.2828427124745989,27.6,65.2,1.2,6.0,0.544948791311802,0.060698723090936574,28.392244034194274,2
28.4,77.14000000000016,0.24387525499725596,0.099999999999838,0.28160255680655905,28.0,44.3,4.9,22.8,0.312150876388577,0.18781897493473315,28.66723760297621,0
28.4,77.15000000000016,0.2409172887112484,0.08999999999983288,0.2807133769523537,47.5,42.3,0.2,10.0,0.3412388873411747,0.24014019820850632,30.51923000134538,-1
28.4,77.16000000000017,0.23834248467275324,0.07999999999982776,0.2801785145224332,33.5,40.2,9.3,17.0,0.37104051554924045,0.16057086771269213,29.208342296721945,0
28.4,77.17000000000017,0.2361633756533481,0.06999999999982265,0.28000000000000114,21.1,50.6,5.7,22.7,0.3282208029953134,0.05789248501099315,28.10623544461296,-1
28.4,77.18000000000018,0.2343909981206348,0.05999999999981753,0.2801785145224454,41.1,35.2,0.2,23.5,0.17181611588584983,0.282262381107603,29.954363365142505,0
28.4,77.19000000000018,0.23303463261925392,0.04999999999981242,0.280713376952378,23.0,49.1,5.9,22.0,0.3132655404786017,0.19936155125051225,28.1116690841054,0
28.4,77.20000000000019,0.23210157259267775,0.0399999999998073,0.2816025568065954,35.2,41.2,0.9,22.7,0.20331749850170788,0.11805233933538473,29.35052270659329,-1
28.4,77.21000000000019,0.231596934349308,0.029999999999802185,0.28284271247464715,14.0,57.8,3.7,24.6,0.4497607392308346,-0.018728118923394856,27.298255847151026,-1
28.4,77.2200000000002,0.23152351932363482,0.01999999999979707,0.28442925306659345,14.4,39.6,42.4,3.5,0.1759048399328157,0.07298893398716295,27.989997884641692,-1
28.4,77.2300000000002,0.23188173709890467,0.009999999999791953,0.28635642126557037,33.0,31.6,30.7,4.6,0.24765071170358485,0.27975722753057153,29.47052152702547,0
28.4,77.24000000000021,0.2326695940599239,2.1316282072803006e-13,0.2886173937932874,28.1,29.7,38.7,3.4,0.13369091819132556,0.27873014783122496,29.632324199088615,0
28.4,77.25000000000021,0.23388274840187384,0.010000000000218279,0.2912043955712799,28.5,31.7,35.7,4.1,0.25323538994220796,0.17818303403726146,29.320775049685896,0
28.4,77.26000000000022,0.23551462799583991,0.020000000000223395,0.2941088233971222,32.4,36.5,0.1,31.0,0.1006480850839776,0.3249893176338699,29.19826676789679,-1
28.4,77.27000000000022,0.23755660378112775,0.03000000000022851,0.2973213749464457,27.1,41.5,1.7,29.7,0.25424061861480846,0.15455167355957755,28.846539061296266,0
28.4,77.28000000000023,0.2399982083267056,0.040000000000233626,0.30083217912991045,17.5,49.2,0.4,32.8,0.2781494792121873,0.17828223600496088,27.815829913907194,-1
28.4,77.29000000000023,0.24282738725282624,0.05000000000023874,0.3046309242346487,24.5,69.3,0.9,5.3,0.5913677461294101,0.06742703791610966,28.003168804893555,-1
28.4,77.30000000000024,0.24603077043337385,0.06000000000024386,0.30870698080876346,27.3,54.8,0.9,17.0,0.47715123992519143,0.05999495931689028,28.506771523611015,-1
28.4,77.31000000000024,0.24959395024728698,0.07000000000024897,0.31304951685007987,41.7,35.1,1.3,21.9,0.09869605513253117,0.22869836526574305,30.091652022200368,-1
28.4,77.32000000000025,0.2535017554180859,0.08000000000025409,0.3176476034854896,34.0,45.4,0.8,19.7,0.35189307791668933,0.13137914236903098,29.29790005387514,0
28.4,77.33000000000025,0.257738510898269,0.0900000000002592,0.3224903099320682,10.2,60.1,0.2,29.5,0.4943343676829454,-0.037115964880329415,27.236570831409544,-1
28.4,77.34000000000026,0.2622882765204411,0.10000000000026432,0.3275667870833186,29.9,64.9,0.3,4.9,0.5003842262605414,0.0525389361691703,28.775132893788303,-1
28.41,76.84,0.43699558350170914,0.3999999999999915,0.42638011210655524,4.8,68.6,0.1,26.5,0.5468081654706011,-0.08853000759814703,27.593549768882752,0
28.41,76.85000000000001,0.42840534543816733,0.38999999999998636,0.4186884283091609,4.8,65.0,1.2,29.0,0.5108027507387783,-0.019347368049794585,27.51962990893793,0
28.41,76.86000000000001,0.4198775297631345,0.37999999999998124,0.41109609582188006,4.7,74.8,5.8,14.7,0.616675424100006,0.03674783453763303,27.964929053511344,0
28.41,76.87000000000002,0.4114160181616518,0.3699999999999761,0.4036087214121984,8.0,79.8,0.2,11.9,0.563576647976183,-0.04016559210230545,28.173590670338886,0
28.41,76.88000000000002,0.4030249868184173,0.359999999999971,0.3962322551231625,9.2,74.7,6.2,9.9,0.6323247172220009,-0.07375649442992041,28.261730968649008,0
28.41,76.89000000000003,0.39470893073248614,0.3499999999999659,0.38897300677551455,5.0,80.7,2.7,11.6,0.6367673167947715,-0.12043616602632079,27.13048214747959,0
28.41,76.90000000000003,0.3864726898501107,0.3399999999999608,0.38183766184071244,4.9,54.1,2.0,39.1,0.39436669198849006,0.02414398469145449,27.9244847211653,0
28.41,76.91000000000004,0.37832147705354674,0.32999999999995566,0.3748332962797999,7.6,74.2,2.1,16.2,0.5961312474620536,0.05535662968803841,27.923722624792692,0
28.41,76.92000000000004,0.37026090800944,0.31999999999995055,0.3679673898594527,15.4,72.1,3.4,9.0,0.48536156055852303,-0.06871772255365025,28.52186347265209,0
28.41,76.93000000000005,0.36229703283352027,0.30999999999994543,0.36124783736373683,4.7,74.9,0.2,20.2,0.49642789076252986,-0.06048845114296215,27.41750379016826,0
28.41,76.94000000000005,0.3544363694656221,0.2999999999999403,0.3546829570193294,7.1,61.1,1.4,30.5,0.44384839188485625,0.039068146186591435,27.912261420759002,0
28.41,76.95000000000006,0.3466859385668379,0.2899999999999352,0.34828149534532304,5.0,70.5,2.4,22.2,0.6116769465690399,0.02327443608123917,27.200923422087897,0
28.41,76.96000000000006,0.33905329964471337,0.2799999999999301,0.34205262752970234,5.5,68.2,1.9,24.3,0.45453086856497577,-0.041133539925640075,27.216987597050572,0
28.41,76.97000000000007,0.3315465879781701,0.26999999999992497,0.3360059523281879,22.7,67.9,3.7,5.7,0.5198577220333238,-0.019533784704474394,28.74335382028801,-1
28.41,76.98000000000008,0.3241745517463785,0.25999999999991985,0.330151480384341,29.3,53.9,0.2,16.6,0.3492658046031961,0.13287503612335644,29.493210923376324,1
28.41,76.99000000000008,0.316946588560225,0.24999999999991473,0.3244996147917152,17.6,66.0,2.6,13.7,0.4514510785373524,0.08853318654876885,28.186085848300742,0
