T2M,T2M_MAX,T2M_MIN,TS,RH2M,WS10M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,season,YEAR,month,_key,temp_range,uhi_proxy,lat,lon,dist_from_center,dist_from_yamuna,dist_from_ridge,concrete_pct,vegetation_pct,water_pct,asphalt_pct,ndvi,ndbi,adjusted_temp
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.85000000000007,77.08000000000013,0.2577385108981521,0.1599999999998687,0.19235384061671637,18.2,61.1,1.5,19.1,0.4092278971997272,0.08446867585573722,11.466241935483872
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.760000000000055,77.13000000000015,0.15501335426339416,0.10999999999984311,0.0894427190999738,31.7,28.1,1.1,39.1,0.19618505894173066,0.26686073523521864,12.298741935483871
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.570000000000025,77.19000000000018,0.06704580523781639,0.04999999999981242,0.1118033988749968,71.1,15.5,1.5,12.0,-0.019138416006254662,0.4276187275613456,13.472741935483871
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.830000000000066,77.31000000000024,0.21933339918961597,0.07000000000024897,0.20518284528704545,39.9,50.7,2.1,7.3,0.38534811473618014,0.14433361575763726,12.164741935483871
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.650000000000038,76.94000000000005,0.27731775997936536,0.2999999999999403,0.2319482700948067,11.8,65.2,1.5,21.5,0.5470233604126824,-0.024616725558953306,11.244741935483871
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.41,76.89000000000003,0.39470893073248614,0.3499999999999659,0.38897300677551455,5.0,80.7,2.7,11.6,0.6367673167947715,-0.12043616602632079,10.842241935483871
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.72000000000005,77.33000000000025,0.14376765978503533,0.0900000000002592,0.16492422502496312,51.6,28.8,7.6,11.9,0.14164758712638897,0.2835867250951674,12.78574193548387
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.550000000000022,77.21000000000019,0.08177493503509321,0.029999999999802185,0.13601470508738928,63.5,5.3,0.1,31.2,-0.07600808427491612,0.4104210529741151,13.435741935483872
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.550000000000022,77.31000000000024,0.12388357437546432,0.07000000000024897,0.19104973174559026,66.1,20.2,4.5,9.2,0.14342045486233404,0.2885309283980413,13.27724193548387
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.570000000000025,77.20000000000019,0.06372707430904564,0.0399999999998073,0.11401754250993816,73.5,6.5,1.2,18.7,0.023738716702170447,0.4267198524522104,13.667741935483871
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.460000000000008,77.10000000000014,0.2074394851516119,0.13999999999985846,0.23086792761225522,38.6,31.4,2.9,27.1,0.15849286944976504,0.18929087573043582,12.42174193548387
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.760000000000055,76.85000000000001,0.38856291639837465,0.38999999999998636,0.3298484500494196,4.8,61.0,2.5,31.6,0.4583270910601313,-0.08911443080260821,11.13274193548387
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.870000000000072,76.87000000000002,0.4208124760508223,0.3699999999999761,0.35510561809131835,5.1,82.0,0.1,12.7,0.6024970471689746,-0.09770514709082345,10.82524193548387
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.680000000000042,77.00000000000009,0.22206111771304887,0.23999999999990962,0.16999999999991644,39.4,22.2,1.9,36.5,0.20553000889541684,0.37439107147740625,12.57974193548387
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.79000000000006,77.24000000000021,0.1602034331717917,2.1316282072803006e-13,0.13038404810421422,40.1,28.6,26.7,4.7,0.1910447433149573,0.35104857157905756,12.50124193548387
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.760000000000055,77.19000000000018,0.13124458084052368,0.04999999999981242,0.08246211251245054,47.0,9.3,7.3,36.4,-0.04312270575114674,0.39481331199575365,12.963241935483872
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.550000000000022,77.05000000000011,0.18555629873426638,0.18999999999988404,0.1769180601294509,48.4,42.0,4.9,4.7,0.2738984681845421,0.2126236991539159,12.507741935483871
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.700000000000045,76.84,0.382877447755814,0.3999999999999915,0.33060550509633185,5.1,81.1,0.3,13.5,0.6304643111580159,-0.031360830891283914,10.83874193548387
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.490000000000013,77.10000000000014,0.18341521201897354,0.13999999999985846,0.20248456731310718,30.2,26.5,1.9,41.5,0.15964595801136264,0.22425148544693513,12.285241935483871
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.880000000000074,77.07000000000012,0.28857085784951053,0.1699999999998738,0.22360679774999168,40.7,54.7,0.2,4.4,0.3320455416818124,0.14199375624429175,12.12474193548387
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.42,77.16000000000017,0.21896835387786123,0.07999999999982776,0.2601922366251454,27.1,47.3,0.3,25.3,0.380144231048253,0.17246487122006654,11.895741935483871
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.700000000000045,76.92000000000004,0.30450474544739337,0.31999999999995055,0.2507987240796502,7.8,65.4,3.4,23.4,0.45968064391382807,0.053632710962410596,11.141741935483871
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.66000000000004,77.10000000000014,0.12012967992952928,0.13999999999985846,0.0728010988926648,62.1,23.8,5.6,8.5,0.05196386015406171,0.4126357841925441,13.123241935483872
12.438064516129032,24.36,2.65,11.927741935483871,51.20161290322581,2.9009677419354842,24.77,8.935483870967742,Winter,2015,1,1,21.71,-0.5103225806451608,28.770000000000056,77.19000000000018,0.14105013293154425,0.04999999999981242,0.09219544457302345,41.9,20.5,2.9,34.7,0.06930229684647292,0.3708160201165409,12.667741935483871
